Variable,Dim1,Dim2,Dim3,Dim4,Dim5,Dim6,Dim7,Dim8,Dim9,Dim10,ResultValue
RateOfActivity,S108,PWRNGS001,1,2032,,,,,,,7.4018619
RateOfActivity,S101,PWRNGS001,1,2033,,,,,,,3.8149481
RateOfActivity,S102,PWRNGS001,1,2033,,,,,,,1.2068269
RateOfActivity,S104,PWRNGS001,1,2033,,,,,,,0.9264015
RateOfActivity,S105,PWRNGS001,1,2033,,,,,,,5.0831228
RateOfActivity,S106,PWRNGS001,1,2033,,,,,,,7.7702031
RateOfActivity,S107,PWRNGS001,1,2033,,,,,,,6.0430646
RateOfActivity,S108,PWRNGS001,1,2033,,,,,,,7.5881489
RateOfActivity,S101,PWRNGS001,1,2034,,,,,,,3.9117374
RateOfActivity,S102,PWRNGS001,1,2034,,,,,,,0.81162431
RateOfActivity,S104,PWRNGS001,1,2034,,,,,,,0.71480677
RateOfActivity,S105,PWRNGS001,1,2034,,,,,,,5.2233507
RateOfActivity,S106,PWRNGS001,1,2034,,,,,,,7.7526924
RateOfActivity,S107,PWRNGS001,1,2034,,,,,,,6.4193975
RateOfActivity,S108,PWRNGS001,1,2034,,,,,,,7.7702031
RateOfActivity,S101,PWRNGS001,1,2035,,,,,,,4.1408459
RateOfActivity,S105,PWRNGS001,1,2035,,,,,,,5.0671534
RateOfActivity,S106,PWRNGS001,1,2035,,,,,,,7.7702031
RateOfActivity,S107,PWRNGS001,1,2035,,,,,,,6.4534835
RateOfActivity,S108,PWRNGS001,1,2035,,,,,,,7.3541438
RateOfActivity,S101,PWRNGS001,1,2036,,,,,,,4.2616416
RateOfActivity,S105,PWRNGS001,1,2036,,,,,,,5.2421617
RateOfActivity,S106,PWRNGS001,1,2036,,,,,,,7.7702031
RateOfActivity,S107,PWRNGS001,1,2036,,,,,,,6.9231575
RateOfActivity,S108,PWRNGS001,1,2036,,,,,,,7.6038761
RateOfActivity,S101,PWRNGS001,1,2037,,,,,,,3.0472641
RateOfActivity,S105,PWRNGS001,1,2037,,,,,,,2.9513625
RateOfActivity,S106,PWRNGS001,1,2037,,,,,,,7.7702031
RateOfActivity,S107,PWRNGS001,1,2037,,,,,,,6.1805446
RateOfActivity,S108,PWRNGS001,1,2037,,,,,,,7.4939674
RateOfActivity,S101,PWRNGS001,1,2038,,,,,,,3.3627728
RateOfActivity,S105,PWRNGS001,1,2038,,,,,,,2.4654339
RateOfActivity,S106,PWRNGS001,1,2038,,,,,,,7.7702031
RateOfActivity,S107,PWRNGS001,1,2038,,,,,,,5.7521497
RateOfActivity,S108,PWRNGS001,1,2038,,,,,,,4.9863408
RateOfActivity,S101,PWRNGS001,1,2039,,,,,,,3.511951
RateOfActivity,S105,PWRNGS001,1,2039,,,,,,,2.6815628
RateOfActivity,S106,PWRNGS001,1,2039,,,,,,,7.7702031
RateOfActivity,S107,PWRNGS001,1,2039,,,,,,,6.33218
RateOfActivity,S108,PWRNGS001,1,2039,,,,,,,5.2947512
RateOfActivity,S101,PWRNGS001,1,2040,,,,,,,6.2957037
RateOfActivity,S103,PWRNGS001,1,2040,,,,,,,3.1836484
RateOfActivity,S105,PWRNGS001,1,2040,,,,,,,3.4114075
RateOfActivity,S106,PWRNGS001,1,2040,,,,,,,7.7702031
RateOfActivity,S107,PWRNGS001,1,2040,,,,,,,7.7702031
RateOfActivity,S101,PWRNGS001,1,2041,,,,,,,6.0348302
RateOfActivity,S103,PWRNGS001,1,2041,,,,,,,2.774632
RateOfActivity,S105,PWRNGS001,1,2041,,,,,,,3.1218767
RateOfActivity,S106,PWRNGS001,1,2041,,,,,,,7.7702031
RateOfActivity,S107,PWRNGS001,1,2041,,,,,,,7.7702031
RateOfActivity,S101,PWRNGS001,1,2042,,,,,,,5.7593078
RateOfActivity,S103,PWRNGS001,1,2042,,,,,,,2.342648
RateOfActivity,S105,PWRNGS001,1,2042,,,,,,,2.8160879
RateOfActivity,S106,PWRNGS001,1,2042,,,,,,,7.7702031
RateOfActivity,S107,PWRNGS001,1,2042,,,,,,,7.7702031
RateOfActivity,S101,PWRNGS001,1,2043,,,,,,,5.3855429
RateOfActivity,S103,PWRNGS001,1,2043,,,,,,,1.816391
RateOfActivity,S105,PWRNGS001,1,2043,,,,,,,2.4727817
RateOfActivity,S106,PWRNGS001,1,2043,,,,,,,7.7702031
RateOfActivity,S107,PWRNGS001,1,2043,,,,,,,7.7702031
RateOfActivity,S108,PWRNGS001,1,2043,,,,,,,0.20412873
RateOfActivity,S101,PWRNGS001,1,2044,,,,,,,4.9420731
RateOfActivity,S103,PWRNGS001,1,2044,,,,,,,1.2193742
RateOfActivity,S105,PWRNGS001,1,2044,,,,,,,2.0982233
RateOfActivity,S106,PWRNGS001,1,2044,,,,,,,7.7702031
RateOfActivity,S107,PWRNGS001,1,2044,,,,,,,7.7702031
RateOfActivity,S108,PWRNGS001,1,2044,,,,,,,0.53986678
RateOfActivity,S101,PWRNGS001,1,2045,,,,,,,3.1972583
RateOfActivity,S105,PWRNGS001,1,2045,,,,,,,0.42618673
RateOfActivity,S106,PWRNGS001,1,2045,,,,,,,6.4937431
RateOfActivity,S107,PWRNGS001,1,2045,,,,,,,6.4937431
RateOfActivity,S101,PWRNGS001,1,2046,,,,,,,2.6926616
RateOfActivity,S106,PWRNGS001,1,2046,,,,,,,6.4937431
RateOfActivity,S107,PWRNGS001,1,2046,,,,,,,6.4937431
RateOfActivity,S101,PWRNGS001,1,2047,,,,,,,2.8471831
RateOfActivity,S106,PWRNGS001,1,2047,,,,,,,6.8663943
RateOfActivity,S107,PWRNGS001,1,2047,,,,,,,6.8663943
RateOfActivity,S101,PWRNGS001,1,2048,,,,,,,3.0103463
RateOfActivity,S106,PWRNGS001,1,2048,,,,,,,7.2598859
RateOfActivity,S107,PWRNGS001,1,2048,,,,,,,7.2598859
RateOfActivity,S101,PWRNGS001,1,2049,,,,,,,3.1826339
RateOfActivity,S106,PWRNGS001,1,2049,,,,,,,7.6753822
RateOfActivity,S107,PWRNGS001,1,2049,,,,,,,7.6753822
RateOfActivity,S101,PWRNGS001,1,2050,,,,,,,3.3645547
RateOfActivity,S106,PWRNGS001,1,2050,,,,,,,8.1141105
RateOfActivity,S107,PWRNGS001,1,2050,,,,,,,8.1141105
RateOfActivity,S101,PWRNGS001,1,2051,,,,,,,3.4802167
RateOfActivity,S106,PWRNGS001,1,2051,,,,,,,8.3930462
RateOfActivity,S107,PWRNGS001,1,2051,,,,,,,8.3930462
RateOfActivity,S101,PWRNGS001,1,2052,,,,,,,3.5997476
RateOfActivity,S106,PWRNGS001,1,2052,,,,,,,8.6813123
RateOfActivity,S107,PWRNGS001,1,2052,,,,,,,8.6813123
RateOfActivity,S101,PWRNGS001,1,2053,,,,,,,3.7232769
RateOfActivity,S106,PWRNGS001,1,2053,,,,,,,8.9792212
RateOfActivity,S107,PWRNGS001,1,2053,,,,,,,8.9792212
RateOfActivity,S101,PWRNGS001,1,2054,,,,,,,3.4182329
RateOfActivity,S106,PWRNGS001,1,2054,,,,,,,8.9792212
RateOfActivity,S107,PWRNGS001,1,2054,,,,,,,8.9792212
RateOfActivity,S101,PWRNGS001,1,2055,,,,,,,3.1030103
RateOfActivity,S106,PWRNGS001,1,2055,,,,,,,8.9792212
RateOfActivity,S107,PWRNGS001,1,2055,,,,,,,8.9792212
RateOfActivity,S101,PWRNGS001,1,2056,,,,,,,2.7772618
RateOfActivity,S106,PWRNGS001,1,2056,,,,,,,8.9792212
RateOfActivity,S107,PWRNGS001,1,2056,,,,,,,8.9792212
RateOfActivity,S101,PWRNGS001,1,2057,,,,,,,2.4406297
RateOfActivity,S106,PWRNGS001,1,2057,,,,,,,8.9792212
RateOfActivity,S107,PWRNGS001,1,2057,,,,,,,8.9792212
RateOfActivity,S101,PWRNGS001,1,2058,,,,,,,2.0927489
RateOfActivity,S106,PWRNGS001,1,2058,,,,,,,8.9792212
RateOfActivity,S107,PWRNGS001,1,2058,,,,,,,8.9792212
RateOfActivity,S101,PWRNGS001,1,2059,,,,,,,1.7332378
RateOfActivity,S106,PWRNGS001,1,2059,,,,,,,8.9792212
RateOfActivity,S107,PWRNGS001,1,2059,,,,,,,8.9792212
RateOfActivity,S101,PWRNGS001,1,2060,,,,,,,1.361696
RateOfActivity,S106,PWRNGS001,1,2060,,,,,,,8.9792212
RateOfActivity,S107,PWRNGS001,1,2060,,,,,,,8.9792212
RateOfActivity,S101,PWRNGS001,1,2061,,,,,,,1.0967413
RateOfActivity,S106,PWRNGS001,1,2061,,,,,,,8.9792212
RateOfActivity,S107,PWRNGS001,1,2061,,,,,,,8.9792212
RateOfActivity,S101,PWRNGS001,1,2062,,,,,,,0.82577044
RateOfActivity,S106,PWRNGS001,1,2062,,,,,,,8.9792212
RateOfActivity,S107,PWRNGS001,1,2062,,,,,,,8.9792212
RateOfActivity,S101,PWRNGS001,1,2063,,,,,,,0.54861885
RateOfActivity,S106,PWRNGS001,1,2063,,,,,,,8.9792212
RateOfActivity,S107,PWRNGS001,1,2063,,,,,,,8.9792212
RateOfActivity,S101,PWRNGS001,1,2064,,,,,,,0.2651078
RateOfActivity,S106,PWRNGS001,1,2064,,,,,,,8.9792212
RateOfActivity,S107,PWRNGS001,1,2064,,,,,,,8.9792212
RateOfActivity,S106,PWRNGS001,1,2065,,,,,,,8.996964
RateOfActivity,S107,PWRNGS001,1,2065,,,,,,,8.996964
RateOfActivity,S101,PWRNGS001,1,2066,,,,,,,0.09522101
RateOfActivity,S106,PWRNGS001,1,2066,,,,,,,9.2758469
RateOfActivity,S107,PWRNGS001,1,2066,,,,,,,9.2758469
RateOfActivity,S101,PWRNGS001,1,2067,,,,,,,0.28978306
RateOfActivity,S106,PWRNGS001,1,2067,,,,,,,9.6302978
RateOfActivity,S107,PWRNGS001,1,2067,,,,,,,9.6302978
RateOfActivity,S101,PWRNGS001,1,2068,,,,,,,0.48886606
RateOfActivity,S106,PWRNGS001,1,2068,,,,,,,9.992985
RateOfActivity,S107,PWRNGS001,1,2068,,,,,,,9.992985
RateOfActivity,S101,PWRNGS001,1,2069,,,,,,,0.69259158
RateOfActivity,S106,PWRNGS001,1,2069,,,,,,,10.36413
RateOfActivity,S107,PWRNGS001,1,2069,,,,,,,10.36413
RateOfActivity,S101,PWRNGS001,1,2070,,,,,,,0.90108441
RateOfActivity,S106,PWRNGS001,1,2070,,,,,,,10.74396
RateOfActivity,S107,PWRNGS001,1,2070,,,,,,,10.74396
RateOfActivity,S102,PWRNGS002,1,2015,,,,,,,0.70620643
RateOfActivity,S106,PWRNGS002,1,2015,,,,,,,0.70620643
RateOfActivity,S108,PWRNGS002,1,2015,,,,,,,0.70620643
RateOfActivity,S102,PWRNGS002,1,2016,,,,,,,0.70620643
RateOfActivity,S106,PWRNGS002,1,2016,,,,,,,0.70620643
RateOfActivity,S108,PWRNGS002,1,2016,,,,,,,0.70620643
RateOfActivity,S106,PWRNGS002,1,2017,,,,,,,0.70620643
RateOfActivity,S102,PWRNGS002,1,2018,,,,,,,0.70620643
RateOfActivity,S106,PWRNGS002,1,2018,,,,,,,0.70620643
RateOfActivity,S108,PWRNGS002,1,2018,,,,,,,0.70620643
RateOfActivity,S102,PWRNGS002,1,2019,,,,,,,0.70620643
RateOfActivity,S106,PWRNGS002,1,2019,,,,,,,0.70620643
RateOfActivity,S108,PWRNGS002,1,2019,,,,,,,0.70620643
RateOfActivity,S102,PWRNGS002,1,2020,,,,,,,0.70620643
RateOfActivity,S106,PWRNGS002,1,2020,,,,,,,0.70620643
RateOfActivity,S108,PWRNGS002,1,2020,,,,,,,0.70620643
RateOfActivity,S106,PWRNGS002,1,2021,,,,,,,0.70620643
RateOfActivity,S106,PWRNGS002,1,2022,,,,,,,0.70620643
RateOfActivity,S106,PWRNGS002,1,2023,,,,,,,0.70620643
RateOfActivity,S106,PWRNGS002,1,2024,,,,,,,0.70620643
RateOfActivity,S106,PWRNGS002,1,2025,,,,,,,0.70620643
RateOfActivity,S106,PWRNGS002,1,2026,,,,,,,0.70620643
RateOfActivity,S106,PWRNGS002,1,2027,,,,,,,0.70620643
RateOfActivity,S106,PWRNGS002,1,2028,,,,,,,0.70620643
RateOfActivity,S106,PWRNGS002,1,2035,,,,,,,0.70620643
RateOfActivity,S106,PWRNGS002,1,2036,,,,,,,0.70620643
RateOfActivity,S106,PWRNGS002,1,2037,,,,,,,0.70620643
RateOfActivity,S106,PWRNGS002,1,2038,,,,,,,0.70620643
RateOfActivity,S106,PWRNGS002,1,2039,,,,,,,0.70620643
RateOfActivity,S101,PWRTRN,1,2015,,,,,,,29.43095
RateOfActivity,S102,PWRTRN,1,2015,,,,,,,36.274955
RateOfActivity,S103,PWRTRN,1,2015,,,,,,,28.991725
RateOfActivity,S104,PWRTRN,1,2015,,,,,,,36.211593
RateOfActivity,S105,PWRTRN,1,2015,,,,,,,29.628072
RateOfActivity,S106,PWRTRN,1,2015,,,,,,,37.287081
RateOfActivity,S107,PWRTRN,1,2015,,,,,,,30.699504
RateOfActivity,S108,PWRTRN,1,2015,,,,,,,38.449343
RateOfActivity,S101,PWRTRN,1,2016,,,,,,,30.672165
RateOfActivity,S102,PWRTRN,1,2016,,,,,,,37.804809
RateOfActivity,S103,PWRTRN,1,2016,,,,,,,30.214417
RateOfActivity,S104,PWRTRN,1,2016,,,,,,,37.738774
RateOfActivity,S105,PWRTRN,1,2016,,,,,,,30.877601
RateOfActivity,S106,PWRTRN,1,2016,,,,,,,38.859619
RateOfActivity,S107,PWRTRN,1,2016,,,,,,,31.994219
RateOfActivity,S108,PWRTRN,1,2016,,,,,,,40.070899
RateOfActivity,S101,PWRTRN,1,2017,,,,,,,33.038917
RateOfActivity,S102,PWRTRN,1,2017,,,,,,,40.721936
RateOfActivity,S103,PWRTRN,1,2017,,,,,,,32.545848
RateOfActivity,S104,PWRTRN,1,2017,,,,,,,40.650806
RateOfActivity,S105,PWRTRN,1,2017,,,,,,,33.260205
RateOfActivity,S106,PWRTRN,1,2017,,,,,,,41.858139
RateOfActivity,S107,PWRTRN,1,2017,,,,,,,34.462985
RateOfActivity,S108,PWRTRN,1,2017,,,,,,,43.162884
RateOfActivity,S101,PWRTRN,1,2018,,,,,,,35.3945
RateOfActivity,S102,PWRTRN,1,2018,,,,,,,43.625297
RateOfActivity,S103,PWRTRN,1,2018,,,,,,,34.866276
RateOfActivity,S104,PWRTRN,1,2018,,,,,,,43.549096
RateOfActivity,S105,PWRTRN,1,2018,,,,,,,35.631565
RateOfActivity,S106,PWRTRN,1,2018,,,,,,,44.842508
RateOfActivity,S107,PWRTRN,1,2018,,,,,,,36.9201
RateOfActivity,S108,PWRTRN,1,2018,,,,,,,46.240278
RateOfActivity,S101,PWRTRN,1,2019,,,,,,,37.738935
RateOfActivity,S102,PWRTRN,1,2019,,,,,,,46.514917
RateOfActivity,S103,PWRTRN,1,2019,,,,,,,37.175723
RateOfActivity,S104,PWRTRN,1,2019,,,,,,,46.433668
RateOfActivity,S105,PWRTRN,1,2019,,,,,,,37.991702
RateOfActivity,S106,PWRTRN,1,2019,,,,,,,47.812752
RateOfActivity,S107,PWRTRN,1,2019,,,,,,,39.365586
RateOfActivity,S108,PWRTRN,1,2019,,,,,,,49.303107
RateOfActivity,S101,PWRTRN,1,2020,,,,,,,40.0722
RateOfActivity,S102,PWRTRN,1,2020,,,,,,,49.39077
RateOfActivity,S103,PWRTRN,1,2020,,,,,,,39.474167
RateOfActivity,S104,PWRTRN,1,2020,,,,,,,49.304498
RateOfActivity,S105,PWRTRN,1,2020,,,,,,,40.340595
RateOfActivity,S106,PWRTRN,1,2020,,,,,,,50.768846
RateOfActivity,S107,PWRTRN,1,2020,,,,,,,41.799421
RateOfActivity,S108,PWRTRN,1,2020,,,,,,,52.351344
RateOfActivity,S101,PWRTRN,1,2021,,,,,,,42.142866
RateOfActivity,S102,PWRTRN,1,2021,,,,,,,51.942959
RateOfActivity,S103,PWRTRN,1,2021,,,,,,,41.513931
RateOfActivity,S104,PWRTRN,1,2021,,,,,,,51.852229
RateOfActivity,S105,PWRTRN,1,2021,,,,,,,42.42513
RateOfActivity,S106,PWRTRN,1,2021,,,,,,,53.392245
RateOfActivity,S107,PWRTRN,1,2021,,,,,,,43.959339
RateOfActivity,S108,PWRTRN,1,2021,,,,,,,55.056516
RateOfActivity,S101,PWRTRN,1,2022,,,,,,,44.356705
RateOfActivity,S102,PWRTRN,1,2022,,,,,,,54.671614
RateOfActivity,S103,PWRTRN,1,2022,,,,,,,43.694731
RateOfActivity,S104,PWRTRN,1,2022,,,,,,,54.576118
RateOfActivity,S105,PWRTRN,1,2022,,,,,,,44.653797
RateOfActivity,S106,PWRTRN,1,2022,,,,,,,56.197034
RateOfActivity,S107,PWRTRN,1,2022,,,,,,,46.268601
RateOfActivity,S108,PWRTRN,1,2022,,,,,,,57.948732
RateOfActivity,S101,PWRTRN,1,2023,,,,,,,46.721173
RateOfActivity,S102,PWRTRN,1,2023,,,,,,,57.585926
RateOfActivity,S103,PWRTRN,1,2023,,,,,,,46.023911
RateOfActivity,S104,PWRTRN,1,2023,,,,,,,57.485339
RateOfActivity,S105,PWRTRN,1,2023,,,,,,,47.034102
RateOfActivity,S106,PWRTRN,1,2023,,,,,,,59.192659
RateOfActivity,S107,PWRTRN,1,2023,,,,,,,48.734983
RateOfActivity,S108,PWRTRN,1,2023,,,,,,,61.037732
RateOfActivity,S101,PWRTRN,1,2024,,,,,,,49.244383
RateOfActivity,S102,PWRTRN,1,2024,,,,,,,60.695894
RateOfActivity,S103,PWRTRN,1,2024,,,,,,,48.509465
RateOfActivity,S104,PWRTRN,1,2024,,,,,,,60.589875
RateOfActivity,S105,PWRTRN,1,2024,,,,,,,49.574211
RateOfActivity,S106,PWRTRN,1,2024,,,,,,,62.3894
RateOfActivity,S107,PWRTRN,1,2024,,,,,,,51.36695
RateOfActivity,S108,PWRTRN,1,2024,,,,,,,64.334118
RateOfActivity,S101,PWRTRN,1,2025,,,,,,,51.935088
RateOfActivity,S102,PWRTRN,1,2025,,,,,,,64.012308
RateOfActivity,S103,PWRTRN,1,2025,,,,,,,51.160015
RateOfActivity,S104,PWRTRN,1,2025,,,,,,,63.900496
RateOfActivity,S105,PWRTRN,1,2025,,,,,,,52.282939
RateOfActivity,S106,PWRTRN,1,2025,,,,,,,65.798347
RateOfActivity,S107,PWRTRN,1,2025,,,,,,,54.173632
RateOfActivity,S108,PWRTRN,1,2025,,,,,,,67.849324
RateOfActivity,S101,PWRTRN,1,2026,,,,,,,55.424426
RateOfActivity,S102,PWRTRN,1,2026,,,,,,,68.313072
RateOfActivity,S103,PWRTRN,1,2026,,,,,,,54.597278
RateOfActivity,S104,PWRTRN,1,2026,,,,,,,68.193748
RateOfActivity,S105,PWRTRN,1,2026,,,,,,,55.795647
RateOfActivity,S106,PWRTRN,1,2026,,,,,,,70.219109
RateOfActivity,S107,PWRTRN,1,2026,,,,,,,57.81337
RateOfActivity,S108,PWRTRN,1,2026,,,,,,,72.407884
RateOfActivity,S101,PWRTRN,1,2027,,,,,,,59.145037
RateOfActivity,S102,PWRTRN,1,2027,,,,,,,72.898891
RateOfActivity,S103,PWRTRN,1,2027,,,,,,,58.262363
RateOfActivity,S104,PWRTRN,1,2027,,,,,,,72.771557
RateOfActivity,S105,PWRTRN,1,2027,,,,,,,59.541178
RateOfActivity,S106,PWRTRN,1,2027,,,,,,,74.932879
RateOfActivity,S107,PWRTRN,1,2027,,,,,,,61.694349
RateOfActivity,S108,PWRTRN,1,2027,,,,,,,77.268585
RateOfActivity,S101,PWRTRN,1,2028,,,,,,,63.111578
RateOfActivity,S102,PWRTRN,1,2028,,,,,,,77.787829
RateOfActivity,S103,PWRTRN,1,2028,,,,,,,62.169707
RateOfActivity,S104,PWRTRN,1,2028,,,,,,,77.651955
RateOfActivity,S105,PWRTRN,1,2028,,,,,,,63.534286
RateOfActivity,S106,PWRTRN,1,2028,,,,,,,79.958226
RateOfActivity,S107,PWRTRN,1,2028,,,,,,,65.831859
RateOfActivity,S108,PWRTRN,1,2028,,,,,,,82.450576
RateOfActivity,S101,PWRTRN,1,2029,,,,,,,67.33951
RateOfActivity,S102,PWRTRN,1,2029,,,,,,,82.998943
RateOfActivity,S103,PWRTRN,1,2029,,,,,,,66.334542
RateOfActivity,S104,PWRTRN,1,2029,,,,,,,82.853967
RateOfActivity,S105,PWRTRN,1,2029,,,,,,,67.790536
RateOfActivity,S106,PWRTRN,1,2029,,,,,,,85.314738
RateOfActivity,S107,PWRTRN,1,2029,,,,,,,70.242026
RateOfActivity,S108,PWRTRN,1,2029,,,,,,,87.974054
RateOfActivity,S101,PWRTRN,1,2030,,,,,,,71.845347
RateOfActivity,S102,PWRTRN,1,2030,,,,,,,88.552588
RateOfActivity,S103,PWRTRN,1,2030,,,,,,,70.773134
RateOfActivity,S104,PWRTRN,1,2030,,,,,,,88.397911
RateOfActivity,S105,PWRTRN,1,2030,,,,,,,72.326552
RateOfActivity,S106,PWRTRN,1,2030,,,,,,,91.023337
RateOfActivity,S107,PWRTRN,1,2030,,,,,,,74.942077
RateOfActivity,S108,PWRTRN,1,2030,,,,,,,93.860594
RateOfActivity,S101,PWRTRN,1,2031,,,,,,,76.820331
RateOfActivity,S102,PWRTRN,1,2031,,,,,,,94.684477
RateOfActivity,S103,PWRTRN,1,2031,,,,,,,75.673872
RateOfActivity,S104,PWRTRN,1,2031,,,,,,,94.519089
RateOfActivity,S105,PWRTRN,1,2031,,,,,,,77.334857
RateOfActivity,S106,PWRTRN,1,2031,,,,,,,97.326315
RateOfActivity,S107,PWRTRN,1,2031,,,,,,,80.131497
RateOfActivity,S108,PWRTRN,1,2031,,,,,,,100.36004
RateOfActivity,S101,PWRTRN,1,2032,,,,,,,82.170729
RateOfActivity,S102,PWRTRN,1,2032,,,,,,,101.27908
RateOfActivity,S103,PWRTRN,1,2032,,,,,,,80.944422
RateOfActivity,S104,PWRTRN,1,2032,,,,,,,101.10217
RateOfActivity,S105,PWRTRN,1,2032,,,,,,,82.721091
RateOfActivity,S106,PWRTRN,1,2032,,,,,,,104.10492
RateOfActivity,S107,PWRTRN,1,2032,,,,,,,85.712512
RateOfActivity,S108,PWRTRN,1,2032,,,,,,,107.34994
RateOfActivity,S101,PWRTRN,1,2033,,,,,,,87.920992
RateOfActivity,S102,PWRTRN,1,2033,,,,,,,108.36654
RateOfActivity,S103,PWRTRN,1,2033,,,,,,,86.608868
RateOfActivity,S104,PWRTRN,1,2033,,,,,,,108.17725
RateOfActivity,S105,PWRTRN,1,2033,,,,,,,88.509868
RateOfActivity,S106,PWRTRN,1,2033,,,,,,,111.39012
RateOfActivity,S107,PWRTRN,1,2033,,,,,,,91.710627
RateOfActivity,S108,PWRTRN,1,2033,,,,,,,114.86223
RateOfActivity,S101,PWRTRN,1,2034,,,,,,,94.097679
RateOfActivity,S102,PWRTRN,1,2034,,,,,,,115.97958
RateOfActivity,S103,PWRTRN,1,2034,,,,,,,92.693375
RateOfActivity,S104,PWRTRN,1,2034,,,,,,,115.77699
RateOfActivity,S105,PWRTRN,1,2034,,,,,,,94.727926
RateOfActivity,S106,PWRTRN,1,2034,,,,,,,119.21558
RateOfActivity,S107,PWRTRN,1,2034,,,,,,,98.153546
RateOfActivity,S108,PWRTRN,1,2034,,,,,,,122.93161
RateOfActivity,S101,PWRTRN,1,2035,,,,,,,102.88925
RateOfActivity,S102,PWRTRN,1,2035,,,,,,,126.81558
RateOfActivity,S103,PWRTRN,1,2035,,,,,,,101.35374
RateOfActivity,S104,PWRTRN,1,2035,,,,,,,126.59407
RateOfActivity,S105,PWRTRN,1,2035,,,,,,,103.57838
RateOfActivity,S106,PWRTRN,1,2035,,,,,,,130.35393
RateOfActivity,S107,PWRTRN,1,2035,,,,,,,107.32406
RateOfActivity,S108,PWRTRN,1,2035,,,,,,,134.41715
RateOfActivity,S101,PWRTRN,1,2036,,,,,,,110.59793
RateOfActivity,S102,PWRTRN,1,2036,,,,,,,136.31687
RateOfActivity,S103,PWRTRN,1,2036,,,,,,,108.94738
RateOfActivity,S104,PWRTRN,1,2036,,,,,,,136.07877
RateOfActivity,S105,PWRTRN,1,2036,,,,,,,111.33869
RateOfActivity,S106,PWRTRN,1,2036,,,,,,,140.12032
RateOfActivity,S107,PWRTRN,1,2036,,,,,,,115.365
RateOfActivity,S108,PWRTRN,1,2036,,,,,,,144.48796
RateOfActivity,S101,PWRTRN,1,2037,,,,,,,118.86803
RateOfActivity,S102,PWRTRN,1,2037,,,,,,,146.51013
RateOfActivity,S103,PWRTRN,1,2037,,,,,,,117.09405
RateOfActivity,S104,PWRTRN,1,2037,,,,,,,146.25422
RateOfActivity,S105,PWRTRN,1,2037,,,,,,,119.66418
RateOfActivity,S106,PWRTRN,1,2037,,,,,,,150.59799
RateOfActivity,S107,PWRTRN,1,2037,,,,,,,123.99156
RateOfActivity,S108,PWRTRN,1,2037,,,,,,,155.29222
RateOfActivity,S101,PWRTRN,1,2038,,,,,,,127.74084
RateOfActivity,S102,PWRTRN,1,2038,,,,,,,157.44627
RateOfActivity,S103,PWRTRN,1,2038,,,,,,,125.83445
RateOfActivity,S104,PWRTRN,1,2038,,,,,,,157.17126
RateOfActivity,S105,PWRTRN,1,2038,,,,,,,128.59642
RateOfActivity,S106,PWRTRN,1,2038,,,,,,,161.83926
RateOfActivity,S107,PWRTRN,1,2038,,,,,,,133.24682
RateOfActivity,S108,PWRTRN,1,2038,,,,,,,166.88389
RateOfActivity,S101,PWRTRN,1,2039,,,,,,,137.26078
RateOfActivity,S102,PWRTRN,1,2039,,,,,,,169.18002
RateOfActivity,S103,PWRTRN,1,2039,,,,,,,135.21231
RateOfActivity,S104,PWRTRN,1,2039,,,,,,,168.88451
RateOfActivity,S105,PWRTRN,1,2039,,,,,,,138.18012
RateOfActivity,S106,PWRTRN,1,2039,,,,,,,173.90039
RateOfActivity,S107,PWRTRN,1,2039,,,,,,,143.17709
RateOfActivity,S108,PWRTRN,1,2039,,,,,,,179.32098
RateOfActivity,S101,PWRTRN,1,2040,,,,,,,147.47551
RateOfActivity,S102,PWRTRN,1,2040,,,,,,,181.77013
RateOfActivity,S103,PWRTRN,1,2040,,,,,,,145.2746
RateOfActivity,S104,PWRTRN,1,2040,,,,,,,181.45262
RateOfActivity,S105,PWRTRN,1,2040,,,,,,,148.46327
RateOfActivity,S106,PWRTRN,1,2040,,,,,,,186.84178
RateOfActivity,S107,PWRTRN,1,2040,,,,,,,153.8321
RateOfActivity,S108,PWRTRN,1,2040,,,,,,,192.66576
RateOfActivity,S101,PWRTRN,1,2041,,,,,,,155.79318
RateOfActivity,S102,PWRTRN,1,2041,,,,,,,192.02203
RateOfActivity,S103,PWRTRN,1,2041,,,,,,,153.46814
RateOfActivity,S104,PWRTRN,1,2041,,,,,,,191.68662
RateOfActivity,S105,PWRTRN,1,2041,,,,,,,156.83665
RateOfActivity,S106,PWRTRN,1,2041,,,,,,,197.37973
RateOfActivity,S107,PWRTRN,1,2041,,,,,,,162.50829
RateOfActivity,S108,PWRTRN,1,2041,,,,,,,203.53219
RateOfActivity,S101,PWRTRN,1,2042,,,,,,,164.57792
RateOfActivity,S102,PWRTRN,1,2042,,,,,,,202.84961
RateOfActivity,S103,PWRTRN,1,2042,,,,,,,162.12178
RateOfActivity,S104,PWRTRN,1,2042,,,,,,,202.49529
RateOfActivity,S105,PWRTRN,1,2042,,,,,,,165.68023
RateOfActivity,S106,PWRTRN,1,2042,,,,,,,208.50942
RateOfActivity,S107,PWRTRN,1,2042,,,,,,,171.67168
RateOfActivity,S108,PWRTRN,1,2042,,,,,,,215.0088
RateOfActivity,S101,PWRTRN,1,2043,,,,,,,173.85579
RateOfActivity,S102,PWRTRN,1,2043,,,,,,,214.285
